purchase_issue_id,source_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
810154,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810154 AND invoice_id = 79868 AND invoice_no = '290925360';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810154 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810155,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810155 AND invoice_id = 100870 AND invoice_no = 'BT-24-1280';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810155 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810156,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810156 AND invoice_id = 79667 AND invoice_no = '290930791';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810156 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810157,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810157 AND invoice_id = 79811 AND invoice_no = '290919779';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810157 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810158,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810158 AND invoice_id = 79650 AND invoice_no = '290929262';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810158 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810159,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810159 AND invoice_id = 79976 AND invoice_no = '290916127';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810159 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810160,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810160 AND invoice_id = 79666 AND invoice_no = '290930792';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810160 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810161,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810161 AND invoice_id = 80314 AND invoice_no = '290925364';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810161 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810162,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810162 AND invoice_id = 80030 AND invoice_no = '290932051';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810162 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810163,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810163 AND invoice_id = 79989 AND invoice_no = '290917539';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810163 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810164,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810164 AND invoice_id = 79902 AND invoice_no = '290900304';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810164 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810165,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810165 AND invoice_id = 80090 AND invoice_no = '290957665';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810165 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810166,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810166 AND invoice_id = 79961 AND invoice_no = '290966034';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810166 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810167,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810167 AND invoice_id = 79855 AND invoice_no = '290923749';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810167 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810168,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810168 AND invoice_id = 79260 AND invoice_no = '290874494';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810168 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810169,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810169 AND invoice_id = 72887 AND invoice_no = '290952091';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810169 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810170,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810170 AND invoice_id = 79871 AND invoice_no = '290918560';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810170 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810171,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810171 AND invoice_id = 79817 AND invoice_no = '290918562';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810171 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810172,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810172 AND invoice_id = 80231 AND invoice_no = '290913293';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810172 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810173,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810173 AND invoice_id = 79859 AND invoice_no = '290925358';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810173 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810174,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810174 AND invoice_id = 79690 AND invoice_no = '290933778';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810174 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810175,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810175 AND invoice_id = 79913 AND invoice_no = '290902318';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810175 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810176,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810176 AND invoice_id = 80008 AND invoice_no = '290927211';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810176 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810177,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810177 AND invoice_id = 79690 AND invoice_no = '290933778';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810177 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810178,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810178 AND invoice_id = 79903 AND invoice_no = '290895108';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810178 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810179,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810179 AND invoice_id = 79719 AND invoice_no = '290907910';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810179 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810180,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810180 AND invoice_id = 79530 AND invoice_no = '290929259';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810180 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810181,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810181 AND invoice_id = 79566 AND invoice_no = '290939875';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810181 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810182,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810182 AND invoice_id = 79852 AND invoice_no = '290913289';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810182 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810183,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810183 AND invoice_id = 79802 AND invoice_no = '290918559';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810183 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810184,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810184 AND invoice_id = 106388 AND invoice_no = 'IN3100001461';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810184 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810185,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810185 AND invoice_id = 80045 AND invoice_no = '290932047';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810185 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810187,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810187 AND invoice_id = 100078 AND invoice_no = 'BT-24-1219';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810187 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810188,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810188 AND invoice_id = 79530 AND invoice_no = '290929259';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810188 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810189,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810189 AND invoice_id = 106142 AND invoice_no = 'IN3100003690';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810189 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810190,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810190 AND invoice_id = 108402 AND invoice_no = 'T-24-1465';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810190 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810191,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810191 AND invoice_id = 89812 AND invoice_no = 'BB-23-482';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810191 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810192,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810192 AND invoice_id = 86043 AND invoice_no = '6612-T-MH-6758';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810192 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810193,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810193 AND invoice_id = 108402 AND invoice_no = 'T-24-1465';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810193 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810194,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810194 AND invoice_id = 78706 AND invoice_no = '234080';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810194 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810195,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810195 AND invoice_id = 89812 AND invoice_no = 'BB-23-482';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810195 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
810196,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 810196 AND invoice_id = 107184 AND invoice_no = 'IN3100000019';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 810196 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 183381 AND tenant = 'th224';",
857894,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857894 AND invoice_id = 48979 AND invoice_no = '1233711839';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857894 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857895,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857895 AND invoice_id = 105283 AND invoice_no = 'ZD2351208092';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857895 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857896,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857896 AND invoice_id = 103693 AND invoice_no = 'SD2327096455';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857896 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857897,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857897 AND invoice_id = 105319 AND invoice_no = 'ZD2351208789';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857897 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857898,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857898 AND invoice_id = 104594 AND invoice_no = 'SD2327079930';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857898 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857899,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857899 AND invoice_id = 109373 AND invoice_no = 'DDCLS/2324/0937';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857899 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857900,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857900 AND invoice_id = 101384 AND invoice_no = 'SD2327138551';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857900 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857901,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857901 AND invoice_id = 109563 AND invoice_no = '271000895530';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857901 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857903,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857903 AND invoice_id = 104188 AND invoice_no = 'SD2327076493';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857903 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857904,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857904 AND invoice_id = 109391 AND invoice_no = '271000919049';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857904 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857905,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857905 AND invoice_id = 109751 AND invoice_no = 'ZD2351206205';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857905 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857906,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857906 AND invoice_id = 104435 AND invoice_no = 'SD2327071824';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857906 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857907,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857907 AND invoice_id = 109510 AND invoice_no = '271000898990';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857907 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857908,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857908 AND invoice_id = 109595 AND invoice_no = '5613019733';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857908 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857909,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857909 AND invoice_id = 101384 AND invoice_no = 'SD2327138551';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857909 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857910,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857910 AND invoice_id = 109470 AND invoice_no = '271000909067';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857910 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857911,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857911 AND invoice_id = 109330 AND invoice_no = '5613029056';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857911 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857912,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857912 AND invoice_id = 109822 AND invoice_no = '271000894592';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857912 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857913,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857913 AND invoice_id = 100345 AND invoice_no = 'SD2327002801';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857913 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857914,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857914 AND invoice_id = 109688 AND invoice_no = '5613014472';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857914 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857915,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857915 AND invoice_id = 51821 AND invoice_no = '271000904855';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857915 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857916,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857916 AND invoice_id = 51291 AND invoice_no = '271000910909';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857916 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857917,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857917 AND invoice_id = 109595 AND invoice_no = '5613019733';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857917 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
857918,th214,"UPDATE th214.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 857918 AND invoice_id = 100084 AND invoice_no = 'SD2327002813';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 857918 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 186028 AND tenant = 'th214';",
