purchase_issue_id,source_tenant,updateInvoiceDetailsQuery,updateUnifiedVendorQuery,deletePurchaseIssueInvoiceQuery
797551,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797551 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797551 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797552,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797552 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797552 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797553,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797553 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797553 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797554,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797554 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797554 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797555,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797555 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797555 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797556,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797556 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797556 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797558,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797558 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797558 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797559,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797559 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797559 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797560,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797560 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797560 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797563,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797563 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797563 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797564,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797564 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797564 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797565,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797565 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797565 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797567,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797567 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797567 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797568,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797568 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797568 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797570,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797570 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797570 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797571,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797571 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797571 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797573,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797573 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797573 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797575,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797575 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797575 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797576,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797576 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797576 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797577,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797577 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797577 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797578,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797578 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797578 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797580,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797580 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797580 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797581,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797581 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797581 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797582,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797582 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797582 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797584,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797584 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797584 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797586,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797586 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797586 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797587,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797587 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797587 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797589,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797589 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797589 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797591,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797591 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797591 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797593,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797593 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797593 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797595,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797595 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797595 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797596,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797596 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797596 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797599,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797599 AND invoice_id = 921359 AND invoice_no = 'P0407-25A0000073';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797599 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797600,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797600 AND invoice_id = 921360 AND invoice_no = 'DR0407-25A000013';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797600 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37886 AND tenant = 'th224';",
797657,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797657 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797657 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797659,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797659 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797659 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797660,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797660 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797660 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797662,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797662 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797662 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797663,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797663 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797663 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797664,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797664 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797664 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797666,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797666 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797666 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797667,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797667 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797667 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797668,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797668 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797668 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797669,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797669 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797669 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797670,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797670 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797670 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797671,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797671 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797671 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797672,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797672 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797672 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797673,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797673 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797673 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797674,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797674 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797674 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797675,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797675 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797675 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797676,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797676 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797676 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797677,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797677 AND invoice_id = 922687 AND invoice_no = 'P0425-25A0000038';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797677 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797681,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797681 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797681 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797683,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797683 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797683 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797684,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797684 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797684 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797686,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797686 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797686 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797687,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797687 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797687 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797689,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797689 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797689 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797690,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797690 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797690 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797691,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797691 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797691 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797692,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797692 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797692 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797693,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797693 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797693 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797695,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797695 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797695 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
797696,th224,"UPDATE th224.purchase_issue SET updated_on = NOW(), invoice_id = NULL, invoice_no = NULL, invoice_tenant = NULL WHERE id = 797696 AND invoice_id = 922688 AND invoice_no = 'DR0425-25A000069';","UPDATE unified_vendor_returnable_item SET quantity = 0, updated_on = NOW(), status = 'CANCELLED' WHERE reference_id = 797696 AND reference_type = 'PURCHASE_RETURN' AND partner_detail_id = 37923 AND tenant = 'th224';",
